company,base_salary_ba,base_salary_ma,bonus_system,avg_annual_salary,housing,annual_holidays,overtime_note
Keyence,280000,300000,年4回（業績連動）,20390000,地域住宅補助（3万〜）+ 借上社宅,128日,厳格管理・持ち帰り禁止
